School Name,City,Type,Address,Website,Phone,Email,Description
"Through Kindergarten","Shanghai","Kindergarten",,,,,
"Britannica International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Pinghe School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Pinghe Bilingual School","Shanghai","Bilingual School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Concord Bilingual School","Shanghai","Bilingual School",,"https://www.international-schools-database.com/account/guest/new",,,
"Yew Wah International Education School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Qibao Dwight High School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"It is a partnership between Shanghai Qibao High School and Dwight Public School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Yew Wah School","Shanghai","School",,"https://www.international-schools-database.com/in/shanghai/yew-wah-international-education-school-of-shanghai-gubei",,,
"Sino-Canada School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Suzhou Singapore International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Harrow International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Adcote School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Adcote School Shanghai is an oversea branch of Adcote School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai HD Bilingual School","Shanghai","Bilingual School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai United International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Jincai International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Jincai International School is an international division of Shanghai Jincai High School","Shanghai","International School",,"https://www.international-schools-database.com/in/shanghai/shanghai-jincai-international-school",,,
"Shanghai SMIC Private School","Shanghai","Private School",,"https://cdn.international-schools-database.com/assets/schools/verified-badge.pink.sm-e034e71173bccc3ba2d428240856a83a4d122601f018152eebcad6e607eca7c1.png",,,
"Concordia International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai American School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Vanke Bilingual School","Shanghai","Bilingual School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai French School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Soong Ching Ling School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Livingston American School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"YK Pao School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Pao School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Middle and High School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Both the Primary School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Middle School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"High School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Singapore International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Lucton School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Fudan International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"EtonHouse International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Shanghai Shangde Experimental School","Shanghai","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Maple Leaf International School","Shanghai","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Filter School","Shanghai","School",,"https://www.international-schools-database.com/in/shanghai/the-british-international-school-shanghai-puxi",,,
"World School","Shanghai","School",,"https://images.smartshanghai.com.cn/uploads/repository/2024/08/16/4f0258f4-f731-4805-bcc9-a5f3e6cfa2be.png?image_process=resize,w_400/quality,q_85/format,jpg",,,
"British International School","Shanghai","International School",,"https://images.smartshanghai.com.cn/uploads/repository/2024/11/19/f65fdd60-fe7d-4bed-919d-4dd190106ed2.jpg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"German School","Shanghai","School",,"https://images.smartshanghai.com.cn/uploads/repository/2025/03/18/42b38ae9-ea12-4e34-afff-ec4db010d9fb.jpg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"German International High School","Shanghai","International School",,"https://images.smartshanghai.com.cn/uploads/repository/2025/02/17/4be7ee52-749a-4c5f-8f54-ea2065622840.jpg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"Hangzhou International School","Shanghai","International School",,"https://images.smartshanghai.com.cn/uploads/repository/2024/10/31/3a62d66e-f9dc-45d4-a3f7-e496672ba526.jpg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"IB World School","Shanghai","School",,"https://images.smartshanghai.com.cn/uploads/repository/2025/07/08/fb23ec8e-3787-4e5e-b62b-475e6889c63e.jpg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"International Schools

Early Childhood & Kindergartens

Primary School","Shanghai","International School",,"https://images.smartshanghai.com.cn/uploads/repository/2024/08/16/4f0258f4-f731-4805-bcc9-a5f3e6cfa2be.png?image_process=resize,w_400/quality,q_85/format,jpg",,,
"Early Childhood & Kindergartens

Primary Schools

Secondary School","Shanghai","Kindergarten",,"https://images.smartshanghai.com.cn/uploads/repository/2021/06/21/5796153a-3406-4688-8801-cf14cba7e985.jpeg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"International Schools

Primary Schools

Secondary School","Shanghai","International School",,"https://images.smartshanghai.com.cn/uploads/repository/2024/03/21/40dd1c1a-201c-43c8-b375-3159bcba3325.jpg?image_process=resize,w_400/quality,q_85/format,jpg",,,
"International Schools

School","Shanghai","International School",,"https://images.smartshanghai.com.cn/uploads/repository/2024/09/25/89c50af8-451e-4715-88f7-eb53abd8b276.jpg?x-oss-process=image/resize,w_260/quality,q_85/format,jpg",,,
"Shanghai Japanese School","Shanghai","School",,"https://www.saschina.org/",,,
"Shanghai Korean School","Shanghai","School",,"https://www.scis-china.org/",,,
"Tiny Tots International Pre-School and Kindergarten","Shanghai","International School",,"https://wellingtoncollegeinternational.com/wci-international-partners/wellington-college-international-shanghai/",,,
"Shanghai Utsukushigaoka Montessori Kindergarten","Shanghai","Kindergarten",,"http://www.tinytots.com.cn/",,,
"OISCA Shanghai Japanese Kindergarten","Shanghai","Kindergarten",,"http://www.tinytots.com.cn/",,,
"Shanghai Angel Kindergarten","Shanghai","Kindergarten",,"http://www.montessori-sh-u.com/english/",,,
"Toshin International Kindergarten","Shanghai","International School",,"http://www.montessori-sh-u.com/english/",,,
"Shanghai Jincai High School","Shanghai","School",,"https://www.shsid.org/",,,
"Soong Ching Ling Kindergarten","Shanghai","Kindergarten",,"http://www.hseid.com/enindex.htm",,,
"Shanghai Experimental School","Shanghai","School",,"https://www.sclkids.com/controller/WebNewsService/getEnglishSingleNewsByModule?tname=index/english/list.html&moduleId=110",,,
"Shanghai Soong Ching Ling School","Shanghai","School",,"https://www.fdis.net.cn/",,,
"Shanghai

Curricula

Advanced Placement

School","Shanghai","School",,"https://search.openapply.com/schools/concordia-international-school-shanghai",,,
"Dehong Shanghai Chinese International School","Shanghai","International School",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Shanghai#slide-1286",,,
"Shanghai

Curricula

Host Country's National

IGCSE

UK National

School","Shanghai","School",,"https://search.openapply.com/schools/dehong-shanghai-chinese-international-school",,,
"Shanghai

Curricula

No Information

School","Shanghai","School",,"https://search.openapply.com/schools/deutsche-schule-shanghai-hongqiao-and-yangpu",,,
"Shanghai

Curricula

Host Country's National

IB Diploma

IGCSE

UK National

School","Shanghai","School",,"https://search.openapply.com/schools/dulwich-college-shanghai-pudong",,,
"Shanghai

Curricula

IGCSE

UK National

School","Shanghai","School",,"https://search.openapply.com/schools/dulwich-college-shanghai-puxi",,,
"Shanghai

Curricula

Cambridge Advanced

IGCSE

UK National

School","Shanghai","School",,"https://search.openapply.com/schools/harrow-international-school-shanghai",,,
"HongQiao International School","Shanghai","International School",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Shanghai#slide-550",,,
"Shanghai

Curricula

Advanced Placement

IB Primary Years

US National

School","Shanghai","School",,"https://search.openapply.com/schools/hongqiao-international-school",,,
"Huili School","Shanghai","School",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Shanghai#slide-639",,,
"Curricula

IB Career-related

IB Diploma

IGCSE

UK National

School","Shanghai","School",,"https://search.openapply.com/schools/shanghai-singapore-international-school",,,
